li	unicode	GHC	homophones	sea	GX2021	GX202404	GX202411
4814	𘖯	rjɨr²	9	2.77	rər²	rər²	rər²
4818	𗑖	ŋwer¹	5	1.77	ɴwiʶr¹	rŋwi̱r¹	rŋwi̱r¹
4819	𗑆	tjɨ̱¹	3	1.32	ntə¹	ntə¹	ntə¹
4820	𗑇	mạ¹	1	1.63	mạʶ¹	ma̱h¹	ma̱h¹
4821	𗔜	lwəj¹	9	1.40	lwəʶj¹	lwe̱ṁ¹	lwe̱ṃ¹
4822	𗒡	dzjwɨ²	6	2.28	dzwə²	dzwə²	dzwə²
4823	𗒮	khja̱¹	5	1.21	khaa¹	khaw¹	khaw¹
4824	𗓭	lwej¹	9	1.33	lweʶ¹	lwe̱¹	lwe̱¹
4825	𗒾	me²	1	2.07	miʶ²	mi̱²	mi̱²
4826	𗓍	śia̱²	7	2.20	nśʕaʶ²	nṣaa̱²	nṣaa̱²
4827	𘎐	tśiẹj²	7	2.53	tśʕẹʶ²	tṣae̱h²	tṣae̱h²
4828	𗒔	gjow²	5	2.48	gow²	goṁ²	goṃ²
4829	𗔯	dzji¹	6	1.11	dzi¹	dzi¹	dzi¹
4830	𗔗	śja̱²	7	2.18	śaa²	śaw²	śaw²
4831	𗑔	mə²	1	2.25	məʶ²	mə̱²	mə̱²
4832	𗓔	tshjij¹	6	1.36	tshe¹	tshe¹	tshe¹
4833	𗔚	phə²	1	2.25	phəʶ²	phə̱²	phə̱²
4834	𗔰	njụ²	3	2.52	nụ²	nuh²	nuh²
4835	𗔹	ˑjijr¹	8	1.74	ˑjer¹	ryer¹	ryer¹
4836	𗒧	ɣạ¹	8	1.63	ʁạʶ¹	γa̱h¹	ġha̱h¹
4837	𗒓	tśhia¹	7	1.18	tśhʕaʶ¹	tṣhaa̱¹	tṣhaa̱¹
4838	𗓴	phə²	1	2.25	phəʶ²	phə̱²	phə̱²
4839	𗔆	sjo¹	6	1.51	so¹	so¹	so¹
4840	𗔧	sju²	6	2.03	su²	su²	su²
4841	𘗐	djij²	3	2.33	de²	de²	de²
4842	𗐰	phə²	1	2.25	phəʶ²	phə̱²	phə̱²
4843	𗐷	sjɨ̣¹	6	1.69	sə̣¹	səh¹	səh¹
4844	𗒝	mjĩ¹	1	1.16	mĩ¹	miṁ¹	miṃ¹
4845	𗒿	lu¹	9	1.01	luʶ¹	lu̱¹	lu̱¹
4846	𘖮	khju̱¹	5	1.07	ŋkhu¹	ŋkhu¹	ŋkhu¹
4847	𗓼	ŋwe²	5	2.07	ɴwiʶ²	ŋwi̱²	ŋwi̱²
4848	𗑙	ɣã¹	8	1.24	ʁãʶ¹	γa̱ṁ¹	ġha̱ṃ¹
4849	𗒩	nju¹	3	1.03	nu¹	nu¹	nu¹
4850	𗓎	lwụ¹	9	1.58	lwụʶ¹	lwu̱h¹	llwu̱h¹
4851	𗔄	bia²	1	2.15	bʕaʶ²	baa̱²	baa̱²
4852	𗔾	khiə¹	5	1.28	qhʕəʶ¹	qhaə̱¹	qhaə̱¹
4853	𗑚	ga̱r¹	5	1.83	ɴɢaʶr¹	ŋġa̱r¹	ŋġa̱r¹
4854	𗑭	njwɨ²	3	2.28	nwə²	nwə²	nwə²
4855	𘂪	dzjij²	6	2.33	dze²	dze²	dze²
4856	𗇛	tjij²	3	2.33	te²	te²	te²
4857	𗐻	ˑjɨr²	8	2.28	ˑjər²	ryər²	ryər²
4859	𘛵	to²	3	2.42	toʶ²	to̱²	to̱²
4860	𘑘	śji¹	7	1.10	śi¹	śi¹	śi¹
4861	𘝨	zjọ²	9	2.64	zọ²	zoh²	zoh²
4865	𗐳	tśjij¹	7	1.35	tśe¹	tśe¹	tśe¹
4866	𗑌	kiej¹	5	1.34	qʕeʶ¹	qae̱¹	qae̱¹
4867	𗒅	śjɨr¹	7	1.86	śər¹	rśər¹	rśər¹
4868	𗑩	gji̱²	5	2.12	ŋgi²	ŋgi²	ŋgi²
4869	𗓉	kjɨ¹	5	1.30	kə¹	kə¹	kə¹
4870	𗒒	me²	1	2.07	miʶ²	mi̱²	mi̱²
4871	𘑗	ŋər¹	5	1.84	ɴəʶr¹	rŋə̱r¹	rŋə̱r¹
4872	𗯦	ljɨj²	9	2.37	ləj²	leṁ²	leṃ²
4873	𘖇	ljɨj²	9	2.37	ləj²	leṁ²	leṃ²
4874	𘞤	low²	9	2.47	loʶw²	lo̱ṁ²	lo̱ṃ²
4875	𘁐	bju²	1	2.03	bu²	bu²	bu²
4876	𘎋	dźjɨ¹	7	1.29	dźə¹	dźə¹	dźə¹
4877	𘖥	tswar¹	6	1.80	tswaʶr¹	rtswa̱r¹	rtswa̱r¹
4878	𘗍	lhjụ¹	9	1.59	lhụ¹	lhuh¹	lhuh¹
4879	𘖶	ŋər¹	5	1.84	ɴəʶr¹	rŋə̱r¹	rŋə̱r¹
4880	𘗊	rər²	9	2.76	rəʶr²	rə̱r²	rə̱r²
4881	𘛖	źjɨr¹	9	1.86	źər¹	rźər¹	rźər¹
4882	𘟛	źjɨr¹	9	1.86	źər¹	rźər¹	rźər¹
4883	𗔻	ˑjar²	8	2.74	ˑjar²	ryar²	ryar²
4884	𗐱	nji²	3	2.10	ni²	ni²	ni²
4886	𗑥	tśjij¹	7	1.35	tśe¹	tśe¹	tśe¹
4887	𗒀	tshwew¹	6	1.43	tshwiʶw¹	tshwi̱w¹	tshwi̱w¹
4888	𗔂	tsji¹	6	1.11	tsi¹	tsi¹	tsi¹
4889	𘎆	dźjwɨ¹	7	1.30	dźwə¹	dźwə¹	dźwə¹
4890	𘎍	tśhjwiw²	7	2.40	tśhwiw²	tśhwiw²	tśhwiw²
4891	𘖦	tạ²	3	2.56	tạʶ²	ta̱h²	ta̱h²
4892	𗔪	kiwẹj¹	5	1.60	qʕwẹʶ¹	qwae̱h¹	qwae̱h¹
4893	𗓢	wjɨ¹	2	1.29	wə¹	və¹	və¹
4894	𗔘	mjo¹	1	1.51	mo¹	mo¹	mo¹
4895	𗒕	ljwịj¹	9	1.61	lwẹ¹	lweh¹	llweh¹
4896	𗔨	tśiə²	7	2.26	tśʕəʶ²	tṣaə̱²	tṣaə̱²
4897	𘖨	ljow¹	9	1.56	low¹	loṁ¹	loṃ¹
4898	𘗌	zjir²	9	2.72	zir²	rzir²	rzir²
4899	𗔤	kiwe¹	5	1.09	qʕwiʶ¹	qwai̱¹	qwai̱¹
4900	𗔩	ɣiẹj²	8	2.53	ʁʕẹʶ²	γae̱h²	ġhae̱h²
4901	𗑮	djɨ²	3	2.28	də²	də²	də²
4902	𗑾	ŋwu̱¹	5	1.05	ɴɴwuʶ¹	ŋŋwu̱¹	ŋŋwu̱¹
4903	𗒳	khu¹	5	1.01	qhuʶ¹	qhu̱¹	qhu̱¹
4904	𗔦	mjijr²	1	2.68	mer²	rmer²	rmer²
4905	𗒷	rjar²	9	2.74	rar²	rar²	rar²
4906	𗔛	gjwi²	5	2.10	gwi²	gwi²	gwi²
4907	𗔢	tjị¹	3	1.67	tị¹	tih¹	tih¹
4908	𘖫	bə¹	1	1.27	bəʶ¹	bə̱¹	bə̱¹
4909	𘖺	nu¹	3	1.01	nuʶ¹	nu̱¹	nu̱¹
4910	𗓝	wej²	2	2.30	weʶ²	ve̱²	vwe̱²
4911	𘁕	bju²	1	2.03	bu²	bu²	bu²
4912	𘎊	dzji¹	6	1.10	dzi¹	dzi¹	dzi¹
4913	𗓿	rjir²	9	2.72	rir²	rir²	rir²
4914	𗓹	ljwịj¹	9	1.61	lwẹ¹	lweh¹	llweh¹
4915	𗔡	ljɨ̣¹	9	1.69	lə̣¹	ləh¹	lləh¹
4916	𗔼	ɣwej¹	8	1.33	ʁweʶ¹	γwe̱¹	ġhwe̱¹
4917	𘗆	tshu¹	6	1.01	tshuʶ¹	tshu̱¹	tshu̱¹
4918	𗔞	mjɨr¹	1	1.86	mər¹	rmər¹	rmər¹
4919	𘗄	dzow¹	6	1.54	dzoʶw¹	dzo̱ṁ¹	dzo̱ṃ¹
4920	𗒵	kwa¹	5	1.17	qwaʶ¹	qwa̱¹	qwa̱¹
4921	𗐾	swẽ¹	6	1.15	swĩʶ¹	swi̱ṁ¹	swi̱ṃ¹
4922	𗓦	dwu̱²	3	2.05	ndwuʶ²	ndwu̱²	ndwu̱²
4923	𗒥	ˑjow²	8	2.49	ˑjow²	yoṁ²	yoṃ²
4924	𗑿	lja̱²	9	2.18	laa²	law²	law²
4925	𗒇	nwew¹	3	1.43	nwiʶw¹	nwi̱w¹	nwi̱w¹
4926	𗑨	gjow²	5	2.48	gow²	goṁ²	goṃ²
4927	𗓵	ˑjijr²	8	2.68	ˑjer²	ryer²	ryer²
4928	𘎇	pow¹	1	1.54	poʶw¹	po̱ṁ¹	po̱ṃ¹
4929	𘎈	dźjɨ¹	7	1.29	dźə¹	dźə¹	dźə¹
4930	𘖢	gji¹	5	1.11	gi¹	gi¹	gi¹
4932	𗒰	rjir²	9	2.72	rir²	rir²	rir²
4934	𗓟	ŋwər¹	5	1.84	ɴwəʶr¹	rŋwə̱r¹	rŋwə̱r¹
4935	𘖧	ɣa¹	8	1.17	ʁaʶ¹	γa̱¹	ġha̱¹
4936	𗔈	tśiã¹	7	1.25	tśʕãʶ¹	tṣaa̱ṁ¹	tṣaa̱ṃ¹
4937	𗓥	śjow²	7	2.48	śow²	śoṁ²	śoṃ²
4938	𗓧	ɣa¹	8	1.17	ʁaʶ¹	γa̱¹	ġha̱¹
4939	𗐿	ŋwe²	5	2.07	ɴwiʶ²	ŋwi̱²	ŋwi̱²
4940	𗒑	ˑjɨ²	8	2.28	ˑjə²	yə²	yə²
4941	𗑧	tjọ¹	3	1.72	tọ¹	toh¹	toh¹
4943	𗑣	ɣwa¹	8	1.17	ʁwaʶ¹	γwa̱¹	ġhwa̱¹
4944	𗓣	dźjij²	7	2.32	dźe²	dźe²	dźe²
4945	𗔒	wə¹	2	1.27	wəʶ¹	və̱¹	vwə̱¹
4946	𘖆	ljɨj²	9	2.37	ləj²	leṁ²	leṃ²
4947	𗇚	śjɨ¹	7	1.29	śə¹	śə¹	śə¹
4949	𗒸	lə¹	9	1.27	ləʶ¹	lə̱¹	llə̱¹
4950	𗑠	rjir²	9	2.72	rir²	rir²	rir²
4951	𗒃	lja̱²	9	2.18	laa²	law²	law²
4952	𗔙	tśhji̱¹	7	1.14	ntśhi¹	ntśhi¹	ntśhi¹
4953	𗔁	sji²	6	2.10	si²	si²	si²
4954	𗑕	dźji²	4	2.09	dźi²	dźi²	dźi²
4955	𗒌	ljɨ̱¹	9	1.32	nlə¹	nlə¹	nllə¹
4956	𗔌	zjị²	9	2.60	zị²	zih²	zih²
4957	𗓺	wə¹	2	1.27	wəʶ¹	və̱¹	vwə̱¹
4958	𗔮	ŋiow²	5	2.48	ɴʕoʶw²	ŋao̱ṁ²	ŋao̱ṃ²
4959	𗔃	tśji²	7	2.09	tśi²	tśi²	tśi²
4960	𗓫	phu¹	1	1.01	phuʶ¹	phu̱¹	phu̱¹
4962	𗔬	we²	2	2.07	wiʶ²	vi̱²	vwi̱²
4963	𗔵	kjụ¹	5	1.59	kụ¹	kuh¹	kuh¹
4964	𘁑	bio̱¹	1	1.53	mbʕoʶ¹	mbao̱¹	mbao̱¹
4965	𘁓	bju²	1	2.03	bu²	bu²	bu²
4966	𘗃	wẹ¹	2	1.65	wịʶ¹	vi̱h¹	vwi̱h¹
4967	𘗉	rã²	9	2.22	rãʶ²	ra̱ṁ²	ra̱ṃ²
4968	𗓇	kiə²	5	2.26	qʕəʶ²	qaə̱²	qaə̱²
4971	𗒱	śjwi¹	7	1.10	świ¹	świ¹	świ¹
4972	𗒲	tśie¹	7	1.09	tśʕiʶ¹	tṣai̱¹	tṣai̱¹
4973	𗒁	dzju¹	6	1.02	dzu¹	dzu¹	dzu¹
4974	𗑳	na̱²	3	2.19	nnaʶ²	nna̱²	nna̱²
4975	𗒦	na̱²	3	2.19	nnaʶ²	nna̱²	nna̱²
4976	𗓑	ˑwejr²	8	2.66	ˑweʶr²	rγwe̱r²	rġhwe̱r²
4977	𗓒	dzju¹	6	1.02	dzu¹	dzu¹	dzu¹
4978	𗓱	tjij¹	3	1.36	te¹	te¹	te¹
4979	𗔋	bow¹	1	1.54	boʶw¹	bo̱ṁ¹	bo̱ṃ¹
4980	𗑲	tśhji̱w¹	7	1.47	ntśhiw¹	ntśhiw¹	ntśhiw¹
4981	𗔉	tśhio̱w¹	7	1.57	tśhʕooʶw¹	tśhuo¹	tśhuo¹
4982	𗓬	wejr²	2	2.66	weʶr²	rve̱r²	rvwe̱r²
4983	𘎑	rja²	9	2.16	ra²	ra²	ra²
4984	𗔲	tshew²	6	2.38	tshiʶw²	tshi̱w²	tshi̱w²
4985	𗑏	tha²	3	2.14	thaʶ²	tha̱²	tha̱²
4986	𗔍	gjow²	5	2.48	gow²	goṁ²	goṃ²
4987	𗓕	wiow¹	2	1.55	wʕoʶw¹	vao̱ṁ¹	vwao̱ṃ¹
4988	𗒴	tśhjwɨ̱¹	7	1.32	ntśhwə¹	ntśhwə¹	ntśhwə¹
4989	𗑟	wjɨ̣¹	2	1.67	wə̣¹	vəh¹	vəh¹
4990	𗓾	tshew²	6	2.38	tshiʶw²	tshi̱w²	tshi̱w²
4991	𗔺	lji̱²	9	2.12	nli²	nli²	nlli²
4992	𗒟	njwo²	3	2.44	nwo²	nwo²	nwo²
4993	𗓂	sjɨ²	6	2.28	sə²	sə²	sə²
4994	𗔷	tśiow²	7	2.48	tśʕoʶw²	tṣao̱ṁ²	tṣao̱ṃ²
4995	𘟪	śjow¹	7	1.56	śow¹	śoṁ¹	śoṃ¹
4996	𘖸	tshju¹	6	1.03	tshu¹	tshu¹	tshu¹
4997	𘗏	dzwə¹	6	1.27	dzwəʶ¹	dzwə̱¹	dzwə̱¹
4998	𗔶	kowr¹	5	1.91	qoʶwr¹	rqo̱ṁr¹	rqo̱ṃr¹
4999	𘗋	gjịj¹	5	1.61	gẹ¹	geh¹	geh¹
5001	𗑍	rjir²	9	2.72	rir²	rir²	rir²
5003	𗒆	xiwa²	8	2.15	χʕwaʶ²	hwaa̱²	hwaa̱²
5004	𗒤	gjur¹	5	1.76	gur¹	rgur¹	rgur¹
5005	𗒽	thju¹	3	1.03	thu¹	thu¹	thu¹
5006	𗓶	lo²	9	2.42	loʶ²	lo̱²	lo̱²
5007	𗑯	gjur²	5	2.70	gur²	rgur²	rgur²
5008	𘗎	tsjwu¹	6	1.03	tswu¹	tswu¹	tswu¹
5009	𘎉	lho̱¹	9	1.52	nlhoʶ¹	nlho̱¹	nlho̱¹
5010	𘗂	tshow²	6	2.47	tshoʶw²	tsho̱ṁ²	tsho̱ṃ²
5012	𗓞	tśju¹	7	1.02	tśu¹	tśu¹	tśu¹
5013	𘖻	tśhiwa¹	7	1.18	tśhʕwaʶ¹	tṣhwaa̱¹	tṣhwaa̱¹
5014	𗇜	ˑjwar¹	8	1.97	ˑjwar¹	rywar¹	rywar¹
5015	𘖜	kjwi¹	5	1.11	kwi¹	kwi¹	kwi¹
5016	𗓸	na̱²	3	2.19	nnaʶ²	nna̱²	nna̱²
5017	𘗈	rjɨj²	9	2.37	rəj²	reṁ²	reṃ²
5018	𗒞	na̱²	3	2.19	nnaʶ²	nna̱²	nna̱²
5019	𘖵	khwụ²	5	2.51	qhwụʶ²	qhwu̱h²	qhwu̱h²
5020	𗔝	kiew²	5	2.39	qʕiʶw²	qai̱w²	qai̱w²
5021	𗔅	kiew²	5	2.39	qʕiʶw²	qai̱w²	qai̱w²
5023	𘎌	tsjwiw²	8	2.40	tswiw²	tswiw²	tswiw²
5024	𗓆	ljij¹	9	1.36	le¹	le¹	le¹
5025	𗓮	mja²	1	2.17	ma²	ma²	ma²
5026	𗓁	mji¹	1	1.11	mi¹	mi¹	mi¹
5028	𗓨	bẹ²	1	2.58	bịʶ²	bi̱h²	bi̱h²
5029	𗔊	kwow²	5	2.47	qwoʶw²	qwo̱ṁ²	qwo̱ṃ²
5030	𗒐	ɣiwej¹	8	1.34	ʁʕweʶ¹	γwae̱¹	ġhwae̱¹
5031	𗑫	bə¹	1	1.27	bəʶ¹	bə̱¹	bə̱¹
5033	𘖿	gjwi̱¹	5	1.14	ŋgwi¹	ŋgwi¹	ŋgwi¹
5034	𗐽	tshow¹	6	1.54	tshoʶw¹	tsho̱ṁ¹	tsho̱ṃ¹
5035	𗒚	bə¹	1	1.27	bəʶ¹	bə̱¹	bə̱¹
5036	𘛜	ze¹	9	1.08	ziʶ¹	zi̱¹	zi̱¹
5037	𘟞	bjɨr¹	1	1.86	bər¹	rbər¹	rbər¹
5038	𗑂	wər²	2	2.76	wəʶr²	rvə̱r²	rvwə̱r²
5039	𗓄	ŋwej²	5	2.30	ɴweʶ²	ŋwe̱²	ŋwe̱²
5040	𗓅	kia̱²	5	2.20	ɴqʕaʶ²	ŋqaa̱²	ŋqaa̱²
5041	𘖰	tshjwa¹	6	1.20	tshwa¹	tshwa¹	tshwa¹
5042	𗐲	bə¹	1	1.27	bəʶ¹	bə̱¹	bə̱¹
5043	𗒍	dzjwɨ²	6	2.28	dzwə²	dzwə²	dzwə²
5044	𗒉	la¹	9	1.17	laʶ¹	la̱¹	la̱¹
5045	𗑪	kjwĩ¹	5	1.16	kwĩ¹	kwiṁ¹	kwiṃ¹
5046	𘖬	nu¹	3	1.01	nuʶ¹	nu̱¹	nu̱¹
5047	𘗀	nwə²	3	2.86	nwəʶ²	nwe̱²	nwe̱²
5048	𗒎	ˑjow²	8	2.48	ˑjow²	yoṁ²	yoṃ²
5049	𗔀	wja¹	2	1.19	wa¹	va¹	va¹
5050	𗓡	rjir²	9	2.72	rir²	rir²	rir²
5051	𗒂	njạ¹	3	1.64	nạ¹	nah¹	nah¹
5052	𗓠	djịj¹	3	1.61	dẹ¹	deh¹	deh¹
5053	𘗤	tsjɨ̱r¹	6	1.92	tsəər¹	rtsər¹	rtsər¹
5054	𗑄	tśju¹	7	1.02	tśu¹	tśu¹	tśu¹
5055	𗑃	tśjĩ¹	7	1.16	tśĩ¹	tśiṁ¹	tśiṃ¹
5056	𗒗	khjij¹	5	1.36	khe¹	khe¹	khe¹
5057	𗒘	ɣiej¹	8	1.34	ʁʕeʶ¹	γae̱¹	ġhae̱¹
5058	𗒙	ɣiej¹	8	1.34	ʁʕeʶ¹	γae̱¹	ġhae̱¹
5059	𗑴	lwã¹	9	1.24	lwãʶ¹	lwa̱ṁ¹	lwa̱ṃ¹
5060	𗓋	ɣiej¹	8	1.34	ʁʕeʶ¹	γae̱¹	ġhae̱¹
5061	𗔎	ɣiej¹	8	1.34	ʁʕeʶ¹	γae̱¹	ġhae̱¹
5062	𗶭	ɣju²	8	2.03	ɣu²	γu²	ghu²
5063	𘍏	tse¹	6	1.08	tsiʶ¹	tsi̱¹	tsi̱¹
5064	𘁗	za²	9	2.14	zaʶ²	za̱²	za̱²
5065	𘍴	ljị¹	9	1.67	lị¹	lih¹	llih¹
5066	𗮄	phow²	1	2.47	phoʶw²	pho̱ṁ²	pho̱ṃ²
5067	𘃤	wjo¹	2	1.51	wo¹	vo¹	vo¹
5068	𗕁	tśji¹	7	1.10	tśi¹	tśi¹	tśi¹
5070	𘁮	zjɨ̣¹	9	1.69	zə̣¹	zəh¹	zəh¹
5071	𘃝	wji¹	2	1.10	wi¹	vi¹	vi¹
5072	𘃨	ɣjɨr¹	8	1.86	ɣər¹	rγər¹	rghər¹
5073	𘍶	ɣwər¹	8	1.84	ʁwəʶr¹	rγwə̱r¹	rġhwə̱r¹
5074	𘍷	tjịj¹	3	1.61	tẹ¹	teh¹	teh¹
5075	𗮌	ˑji¹	8	1.11	ˑji¹	yi¹	yi¹
5076	𗮎	dźjɨ̱r¹	7	1.92	dźəər¹	rdźər¹	rdźər¹
5077	𗮒	mjɨ¹	1	1.30	mə¹	mə¹	mə¹
5078	𗮕	mjɨ̱¹	1	1.32	mmə¹	mmə¹	mmə¹
5079	𘁭	ɣwə²	8	2.25	ʁwəʶ²	γwə̱²	ġhwə̱²
5080	𘁰	ljwị²	9	2.60	lwị²	lwih²	llwih²
5081	𘍼	we¹	2	1.08	wiʶ¹	vi̱¹	vwi̱¹
5082	𘍽	we¹	2	1.08	wiʶ¹	vi̱¹	vwi̱¹
5083	𘛲	gu̱¹	5	1.05	ɴɢuʶ¹	ŋġu̱¹	ŋġu̱¹
5084	𗮃	tsjwi¹	6	1.11	tswi¹	tswi¹	tswi¹
5085	𘁨	bu¹	1	1.01	buʶ¹	bu̱¹	bu̱¹
5086	𘃧	gio̱¹	5	1.53	ɴɢʕoʶ¹	ŋġao̱¹	ŋġao̱¹
5087	𗭴	ˑjow¹	8	1.56	ˑjow¹	yoṁ¹	yoṃ¹
5088	𘌩	tśhjwi¹	7	1.10	tśhwi¹	tśhwi¹	tśhwi¹
5089	𘌬	wjɨ̣²	2	2.61	wə̣²	vəh²	vəh²
5091	𘕜	gja²	5	2.17	ga²	ga²	ga²
5092	𘍊	te̱w²	3	2.41	ntiʶw²	nti̱w²	nti̱w²
5093	𘕹	tśhjiw¹	7	1.45	tśhiw¹	tśhiw¹	tśhiw¹
5094	𘛡	dźjị¹	7	1.67	dźị¹	dźih¹	dźih¹
5095	𗭷	ner¹	3	1.77	niʶr¹	rni̱r¹	rni̱r¹
5096	𘌻	phe¹	1	1.08	phiʶ¹	phi̱¹	phi̱¹
5097	𘍒	dzwej¹	6	1.33	dzweʶ¹	dzwe̱¹	dzwe̱¹
5098	𘗜	gjow²	5	2.48	gow²	goṁ²	goṃ²
5099	𗮞	śjwar¹	7	1.97	śwar¹	rśwar¹	rśwar¹
5100	𗮟	tshwe¹	6	1.08	tshwiʶ¹	tshwi̱¹	tshwi̱¹
5101	𗮨	khji²	5	2.10	khi²	khi²	khi²
5102	𗮳	gjur¹	5	1.76	gur¹	rgur¹	rgur¹
5103	𗮲	gjịj²	5	2.54	gẹ²	geh²	geh²
5104	𗮩	ljị²	9	2.60	lị²	lih²	llih²
5105	𗮺	tsə̣¹	6	1.68	tsə̣ʶ¹	tsə̱h¹	tsə̱h¹
5106	𗯇	le̱j¹	9	1.37	nleʶ¹	nle̱¹	nlle̱¹
5107	𗮿	kjwɨ̣¹	5	1.69	kwə̣¹	kwəh¹	kwəh¹
5108	𗮹	sjo²	6	2.44	so²	so²	so²
5109	𗯂	wiəj²	2	2.36	wʕəʶj²	vae̱ṁ²	vwae̱ṃ²
5110	𗯊	khjã²	5	2.24	khã²	khaṁ²	khaṃ²
5111	𗯅	swu¹	6	1.01	swuʶ¹	swu̱¹	swu̱¹
5112	𗭿	źjwịj²	9	2.54	źwẹ²	źweh²	źweh²
5113	𘃡	wji¹	2	1.10	wi¹	vi¹	vi¹
5114	𗮋	kiew²	5	2.39	qʕiʶw²	qai̱w²	qai̱w²
5115	𗮇	djir¹	3	1.79	dir¹	rdir¹	rdir¹
5116	𘁚	kwə¹	5	1.27	qwəʶ¹	qwə̱¹	qwə̱¹
5117	𘕏	gjiwr²	5	2.79	giwr²	rgiwr²	rgiwr²
5118	𘍧	mja¹	1	1.20	ma¹	ma¹	ma¹
5119	𗭺	pjɨr¹	1	1.86	pər¹	rpər¹	rpər¹
5120	𗭼	swew¹	6	1.43	swiʶw¹	swi̱w¹	swi̱w¹
5121	𘃋	dzju¹	6	1.02	dzu¹	dzu¹	dzu¹
5122	𘃩	tśhjwo¹	7	1.48	tśhwo¹	tśhow¹	tśhow¹
5123	𘍤	be²	1	2.07	biʶ²	bi̱²	bi̱²
5124	𘌫	rar²	9	2.73	raʶr²	ra̱r²	ra̱r²
5125	𘌵	śji̱²	7	2.12	nśi²	nśi²	nśi²
5126	𘞩	lju̱¹	9	1.07	nlu¹	nlu¹	nllu¹
5127	𘕌	twụ²	3	2.51	twụʶ²	twu̱h²	twu̱h²
5128	𘛐	twụ¹	3	1.58	twụʶ¹	twu̱h¹	twu̱h¹
5129	𘌭	tśjwo¹	7	1.48	tśwo¹	tśow¹	tśow¹
5130	𘛥	rjur¹	9	1.76	rur¹	rur¹	rur¹
5131	𘗓	gjwi̱¹	5	1.14	ŋgwi¹	ŋgwi¹	ŋgwi¹
5132	𘍚	pu̱¹	1	1.05	mpuʶ¹	mpu̱¹	mpu̱¹
5133	𗭵	rjijr²	9	2.68	rer²	rer²	rer²
5134	𘎃	we¹	2	1.08	wiʶ¹	vi̱¹	vwi̱¹
5135	𘛎	new¹	3	1.43	niʶw¹	ni̱w¹	ni̱w¹
5136	𘃊	ˑjɨ²	8	2.28	ˑjə²	yə²	yə²
5137	𘛳	la²	9	2.14	laʶ²	la̱²	la̱²
5138	𘛴	gu̱¹	5	1.05	ɴɢuʶ¹	ŋġu̱¹	ŋġu̱¹
5139	𘖃	wạ²	2	2.56	wạʶ²	va̱h²	vwa̱h²
5140	𘁫	nji̱j¹	3	1.39	nne¹	nne¹	nne¹
5141	𘌳	we²	2	2.07	wiʶ²	vi̱²	vwi̱²
5142	𘍉	khia²	5	2.15	qhʕaʶ²	qhaa̱²	qhaa̱²
5143	𘕛	kiej¹	5	1.34	qʕeʶ¹	qae̱¹	qae̱¹
5144	𘋾	śio̱w¹	7	1.57	śʕooʶw¹	śuo¹	śuo¹
5145	𘍘	bəj¹	1	1.40	bəʶj¹	be̱ṁ¹	be̱ṃ¹
5146	𘗒	bju²	1	2.03	bu²	bu²	bu²
5147	𘋿	njij²	3	2.33	ne²	ne²	ne²
5148	𘕋	dźjar²	7	2.74	dźar²	rdźar²	rdźar²
5149	𘃠	du̱¹	3	1.05	nduʶ¹	ndu̱¹	ndu̱¹
5150	𗮑	thu̱¹	3	1.05	nthuʶ¹	nthu̱¹	nthu̱¹
5151	𘌴	xiwəj¹	8	1.41	χʕwəʶj¹	hwae̱ṁ¹	hwae̱ṃ¹
5154	𘍓	khjwɨ²	5	2.28	khwə²	khwə²	khwə²
5155	𘁱	kạ¹	5	1.63	qạʶ¹	qa̱h¹	qa̱h¹
5156	𘎧	wa¹	2	1.17	waʶ¹	va̱¹	vwa̱¹
5157	𘎫	kji¹	5	1.11	ki¹	ki¹	ki¹
5158	𘏆	sjọ¹	6	1.72	sọ¹	soh¹	soh¹
5159	𘏂	kjwij¹	5	1.36	kwe¹	kwe¹	kwe¹
5160	𘎿	ka²	5	2.14	qaʶ²	qa̱²	qa̱²
5161	𘖄	khə¹	5	1.27	qhəʶ¹	qhə̱¹	qhə̱¹
5162	𘖖	mjɨ¹	1	1.30	mə¹	mə¹	mə¹
5163	𘝪	dźjow¹	7	1.56	dźow¹	dźoṁ¹	dźoṃ¹
5164	𘝙	dzow¹	6	1.54	dzoʶw¹	dzo̱ṁ¹	dzo̱ṃ¹
5165	𗯩	twụ¹	3	1.58	twụʶ¹	twu̱h¹	twu̱h¹
5166	𗯪	tju¹	3	1.03	tu¹	tu¹	tu¹
5167	𗰆	lhja¹	9	1.20	lha¹	lha¹	lha¹
5168	𘁇	ˑjɨ²	8	2.28	ˑjə²	yə²	yə²
5169	𘎭	njwɨ̣¹	3	1.69	nwə̣¹	nwəh¹	nwəh¹
5170	𘏈	wạ¹	2	1.63	wạʶ¹	va̱h¹	vwa̱h¹
5171	𘏋	sə¹	6	1.27	səʶ¹	sə̱¹	sə̱¹
5172	𘑉	khu̱²	5	2.05	ɴqhuʶ²	ŋqhu̱²	ŋqhu̱²
5175	𘁆	khjã²	5	2.24	khã²	khaṁ²	khaṃ²
5177	𘏢	kjwɨ̣j²	5	2.55	kwə̣j²	kweṁh²	kweṃh²
5178	𘐚	śjwɨ̱¹	7	1.32	nśwə¹	nśwə¹	nśwə¹
5179	𘛻	dji̱¹	3	1.14	ndi¹	ndi¹	ndi¹
5180	𘁊	lhjị²	9	2.60	lhị²	lhih²	lhih²
