No,LFW,character,GHC,GX,rhyme,meaning,page number,character number
6407,0795,𘙇,rjɨr²,rər²,2.77,ᴘꜰᴠ:ᴅɪʀ/ɪᴍᴘ:ᴅɪʀ,03.33A.4,13
6408,5113,𘃡,wji¹,vi¹,1.1,為₁,03.33A.4,14
6409,0433,𗖵,bju¹,bu¹,1.03,ʀᴇꜰ,03.33A.4,15
6410,0966,𗕑,khjɨ²,khə²,2.28,萬,03.33A.5,1
6411,2937,𗂧,lhjịj²,lheh²,2.54,國,03.33A.5,2
6412,5243,𘂀,sjij²,se²,2.33,民,03.33A.5,3
6413,4172,𗚉,ꞏju²,yu²,2.02,民,03.33A.5,4
6414,0010,𗄊,źji²,zi²,2.1,皆,03.33A.5,5
6415,2518,𗤶,nji̱j¹,nne¹,1.39,心,03.33A.5,6
6416,4174,𗚛,mju²,mu²,2.03,動₁,03.33A.5,7
6417,5880,𗳒,ŋwu²,ŋwu̱²,2.01,ɪɴꜱ,03.33A.5,8
6418,3235,𗨮,kjạ²,kah²,2.57,歌,03.33A.5,9
6419,0795,𘙇,rjɨr²,rər²,2.77,ᴘꜰᴠ:ᴅɪʀ/ɪᴍᴘ:ᴅɪʀ,03.33A.5,10
6420,5113,𘃡,wji¹,vi¹,1.1,為₁,03.33A.5,11
6421,1906,𗅉,niow¹,nuo¹,1.57,後,03.33A.5,12
6422,2323,𘓓,wə¹,nvwə̱¹,1.31,孝,03.33A.5,13
6423,0960,𗕪,mjịj¹,meh¹,1.61,女,03.33A.5,14
6424,3045,𗊛,tshew¹,tshi̱w¹,1.42,曹,03.33A.5,15
6425,0005,𗀇,gjow¹,goṃ¹,1.56,娥,03.33A.6,1
6426,1245,𘝵,ꞏjij¹,ye¹,1.36,自,03.33A.6,2
6427,5049,𗔀,wja¹,va¹,1.19,父,03.33A.6,3
6428,3058,𗋽,zjɨ̱r²,rzər²,2.85,水,03.33A.6,4
6429,5993,𘂤,kha¹,qha̱¹,1.17,ɪɴᴛᴇꜱꜱ,03.33A.6,5
6430,4342,𗞞,dja²,da²,2.17,ᴘꜰᴠ/ɪᴍᴘ,03.33A.6,6
6431,3072,𗢏,sji²,si²,2.1,死₁,03.33A.6,7
6432,2192,𘔲,mji̱j¹,mme¹,1.39,尸,03.33A.6,8
6433,2194,𗤋,mjij¹,me¹,1.36,無,03.33A.6,9
6434,1599,𘜘,rjir¹,rir¹,1.79,得₁,03.33A.6,10
6435,1542,𗌭,ku¹,qu̱¹,1.01,故,03.33A.6,11
6436,1245,𘝵,ꞏjij¹,ye¹,1.36,自,03.33A.6,12
6437,5815,𘂆,tsjɨ¹,tsə¹,1.3,亦,03.33A.6,13
6438,3058,𗋽,zjɨ̱r²,rzər²,2.85,水,03.33A.6,14
6439,5993,𘂤,kha¹,qha̱¹,1.17,ɪɴᴛᴇꜱꜱ,03.33A.6,15
6440,1245,𘝵,ꞏjij¹,ye¹,1.36,自,03.33A.7,1
6441,0731,𗕼,lju²,lu²,2.02,投₁,03.33A.7,2
6442,2937,𗂧,lhjịj²,lheh²,2.54,國,03.33A.7,3
6443,2541,𘓐,dzjwo²,dzwo²,2.44,人,03.33A.7,4
6444,0010,𗄊,źji²,zi²,2.1,皆,03.33A.7,5
6445,2857,𗥓,ŋo²,ŋo̱²,2.42,病,03.33A.7,6
6446,0077,𗀩,dji̱j²,nde²,2.35,痛,03.33A.7,7
6447,5113,𘃡,wji¹,vi¹,1.1,為₁,03.33A.7,8
6448,0433,𗖵,bju¹,bu¹,1.03,ʀᴇꜰ,03.33A.7,9
6449,3235,𗨮,kjạ²,kah²,2.57,歌,03.33A.7,10
6450,5113,𘃡,wji¹,vi¹,1.1,為₁,03.33A.7,11
6451,3235,𗨮,kjạ²,kah²,2.57,歌,03.33A.7,12
6452,2639,𗦻,mji̱j²,mme²,2.35,名,03.33A.7,13
6453,1530,𗲌,mja¹,ma¹,1.2,河,03.33A.7,14
6454,0960,𗕪,mjịj¹,meh¹,1.61,女,03.33A.7,15
6455,1733,𗶃,tśji²,tśi²,2.09,之,03.33B.1,1
6456,2649,𗤛,tśjow¹,tśoṃ¹,1.56,章,03.33B.1,2
6457,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,03.33B.1,3
6458,1906,𗅉,niow¹,nuo¹,1.57,後,03.33B.1,4
6459,2937,𗂧,lhjịj²,lheh²,2.54,國,03.33B.1,5
6460,2541,𘓐,dzjwo²,dzwo²,2.44,人,03.33B.1,6
6461,0036,𘓬,gu̱²,ŋġu̱²,2.05,伍,03.33B.1,7
6462,5925,𘕘,tsə¹,tsə̱¹,1.27,子,03.33B.1,8
6463,0586,𗍏,sju²,su²,2.03,胥,03.33B.1,9
6464,1569,𗹐,twụ¹,twu̱h¹,1.58,直,03.33B.1,10
6465,5545,𘋼,kjur²,rkur²,2.7,志,03.33B.1,11
6466,2484,𘔼,nio̱w¹,nuo¹,1.57,ᴄᴀᴜꜱ,03.33B.1,12
6467,3799,𗼽,sew²,si̱w²,2.38,小,03.33B.1,13
6468,3397,𗃰,xej¹,he̱¹,1.33,海,03.33B.1,14
6469,3235,𗨮,kjạ²,kah²,2.57,歌,03.33B.1,15
6470,0795,𘙇,rjɨr²,rər²,2.77,ᴘꜰᴠ:ᴅɪʀ/ɪᴍᴘ:ᴅɪʀ,03.33B.2,1
6471,5113,𘃡,wji¹,vi¹,1.1,為₁,03.33B.2,2
6472,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,03.33B.2,3
6473,5612,𘎪,tshji̱j¹,ntshe¹,1.39,說₁,03.33B.2,4
6474,5712,𘃪,dźjwa¹,dźwa¹,1.19,終,03.33B.2,5
6475,0705,𘅍,zjịj¹,zeh¹,1.61,ᴛɪᴍᴇ.ᴀ,03.33B.2,6
6476,0683,𘒂,xia¹,haa̱¹,1.3,夏,03.33B.2,7
6477,2182,𗧺,thow¹,tho̱ṃ¹,1.54,統,03.33B.2,8
6478,4047,𗺌,rewr²,ri̱wr²,2.78,足,03.33B.2,9
6479,2983,𗅁,ꞏu²,γu̱²,2.01,ɪɴᴇ,03.33B.2,10
6480,3070,𗊂,dzjwɨ̣¹,dzwəh¹,1.69,船,03.33B.2,11
6481,0500,𘄩,tsjụ¹,tsuh¹,1.59,擊,03.33B.2,12
6482,5880,𗳒,ŋwu²,ŋwu̱²,2.01,ɪɴꜱ,03.33B.2,13
6483,1586,𗙏,ɣiẹ²,γai̱h²,2.59,音,03.33B.2,14
6484,0612,𗳳,śiə¹,ṣaə̱¹,1.28,引,03.33B.2,15
6485,3235,𗨮,kjạ²,kah²,2.57,歌,03.33B.3,1
6486,5113,𘃡,wji¹,vi¹,1.1,為₁,03.33B.3,2
6487,2302,𘚶,ljɨ¹,lə¹,1.29,風,03.33B.3,3
6488,4456,𘴈,tha²,tha̱²,2.54,大,03.33B.3,4
6489,4342,𗞞,dja²,da²,2.17,ᴘꜰᴠ/ɪᴍᴘ,03.33B.3,5
6490,4174,𗚛,mju²,mu²,2.03,動₁,03.33B.3,6
6491,0991,𗷚,le²,li̱²,2.07,霧,03.33B.3,7
6492,1259,𗉋,tśiow¹,tṣao̱ṃ¹,1.55,集,03.33B.3,8
6493,1941,𗄭,dzjɨ̣²,dzəh²,2.61,集,03.33B.3,9
6494,5910,𗗧,kia¹,qaa̱¹,1.18,賈,03.33B.3,10
6495,0444,𗕸,tśhjow¹,tśhoṃ¹,1.56,充,03.33B.3,11
6496,3606,𗦾,ꞏju̱¹,yu¹,1.07,觀,03.33B.3,12
6497,2373,𗆐,ljịj²,lleh²,2.54,來,03.33B.3,13
6498,0683,𘒂,xia¹,haa̱¹,1.3,夏,03.33B.3,14
6499,2182,𗧺,thow¹,tho̱ṃ¹,1.54,統,03.33B.3,15
6500,2104,𗪘,śji¹,śi¹,1.1,先,03.33B.4,1
6501,0290,𗍊,sju²,su²,2.03,如,03.33B.4,2
6502,2396,𗶠,dzu̱²,ndzu̱²,2.05,坐,03.33B.4,3
6503,1918,𗅋,mji¹,mi¹,1.11,ɴᴇɢ,03.33B.4,4
6504,2064,𗢵,wor¹,rvwo̱r¹,1.89,起,03.33B.4,5
6505,5910,𗗧,kia¹,qaa̱¹,1.18,賈,03.33B.4,6
6506,0444,𗕸,tśhjow¹,tśhoṃ¹,1.56,充,03.33B.4,7
6507,1045,𘒣,dạ²,da̱h²,2.56,曰,03.33B.4,8
6508,5354,𘌽,thjɨ²,thə²,2.28,此,03.33B.4,9
6509,2541,𘓐,dzjwo²,dzwo²,2.44,人,03.33B.4,10
6510,3583,𗫂,tja¹,ta¹,1.2,者,03.33B.4,11
6511,4250,𗝠,sji¹,si¹,1.11,樹,03.33B.4,12
6512,2541,𘓐,dzjwo²,dzwo²,2.44,人,03.33B.4,13
6513,1074,𗱸,lụ¹,llu̱h¹,1.58,石,03.33B.4,14
6514,2518,𗤶,nji̱j¹,nne¹,1.39,心,03.33B.4,15
6515,2724,𗋐,tśhju¹,tśhu¹,1.02,有₁,03.33B.5,1
6516,5285,𘃞,ljɨ¹,lə¹,1.29,也,03.33B.5,2
6517,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,03.33B.5,3
6518,0683,𘒂,xia¹,haa̱¹,1.3,夏,03.33B.5,4
6519,2182,𗧺,thow¹,tho̱ṃ¹,1.54,統,03.33B.5,5
6520,1749,𗘒,kwej¹,qwe̱¹,1.33,會,03.33B.5,6
6521,5157,𘎫,kji¹,ki¹,1.11,稽,03.33B.5,7
6522,4342,𗞞,dja²,da²,2.17,ᴘꜰᴠ/ɪᴍᴘ,03.33B.5,8
6523,2511,𗨛,rjɨr²,rər²,2.77,往,03.33B.5,9
6524,2503,𗏡,kụ¹,qu̱h¹,1.55,後,03.33B.5,10
6525,0582,𘝶,thjij²,the²,2.33,何,03.33B.5,11
6526,3211,𗦜,sjo²,so²,2.44,云,03.33B.5,12
6527,5688,𘕣,wa²,vwa̱²,2.14,何,03.33B.5,13
6528,0795,𘙇,rjɨr²,rər²,2.77,ᴘꜰᴠ:ᴅɪʀ/ɪᴍᴘ:ᴅɪʀ,03.33B.5,14
6529,5113,𘃡,wji¹,vi¹,1.1,為₁,03.33B.5,15
6530,5643,𘖑,mjɨ¹,mə¹,1.3,ɴᴇɢ.ᴍᴏᴅ,03.33B.6,1
6531,2699,𗄻,nwə¹,nwə̱¹,1.27,知,03.33B.6,2
6532,1034,𘝻,kwo¹,qwo̱¹,1.19,郭,03.33B.7,1
6533,2872,𗩇,wẽ¹,vwi̱ṃ¹,1.15,文,03.33B.7,2
6534,1906,𗅉,niow¹,nuo¹,1.57,後,03.33B.7,3
6535,2639,𗦻,mji̱j²,mme²,2.35,名,03.33B.7,4
6536,2872,𗩇,wẽ¹,vwi̱ṃ¹,1.15,文,03.33B.7,5
6537,1484,𗕾,kju¹,ku¹,1.03,舉,03.33B.7,6
6538,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,03.33B.7,7
6539,1733,𗶃,tśji²,tśi²,2.09,軹,03.33B.7,8
6540,2627,𗼻,ljɨ̣²,lləh²,2.61,地,03.33B.7,9
6541,5258,𘍞,iọ¹,γao̱h¹,1.71,方,03.33B.7,10
6542,2541,𘓐,dzjwo²,dzwo²,2.44,人,03.33B.7,11
6543,0508,𘟂,ŋwu²,ŋwu̱²,2.01,是,03.33B.7,12
6544,4871,𘑗,ŋər¹,rŋə̱r¹,1.84,山,03.33B.7,13
6545,3058,𗋽,zjɨ̱r²,rzər²,2.85,水,03.33B.7,14
6546,2939,𗂆,zjịj¹,zeh¹,1.61,中,03.33B.7,15
6547,1338,𘟠,dzu¹,dzu̱¹,1.01,愛,03.34A.1,1
6548,5167,𗰆,lhja¹,lha¹,1.2,鹿,03.34A.1,2
6549,1153,𘘤,dźjɨ¹,dźə¹,1.3,皮,03.34A.1,3
6550,1212,𘙧,gjwi¹,gwi¹,1.11,裘,03.34A.1,4
6551,4906,𗔛,gjwi²,gwi²,2.1,着₁,03.34A.1,5
6552,2730,𗇈,khwa²,qhwa̱²,2.14,布,03.34A.1,6
6553,2529,𗃡,pjụ²,puh²,2.52,帽,03.34A.1,7
6554,0146,𗵡,tśiej²,tṣae̱²,2.31,戴,03.34A.1,8
6555,3099,𗫻,dźji̱j¹,ndźe¹,1.39,居,03.34A.1,9
6556,5993,𘂤,kha¹,qha̱¹,1.17,ɪɴᴛᴇꜱꜱ,03.34A.1,10
6557,5303,𘂶,wjị¹,vih¹,1.67,獸,03.34A.1,11
6558,3551,𘊄,niow²,ṇo̱ṃ²,2.48,惡,03.34A.1,12
6559,0448,𗖌,gjɨ²,gə²,2.28,一,03.34A.1,13
6560,2373,𗆐,ljịj²,lleh²,2.54,來,03.34A.1,14
6561,1034,𘝻,kwo¹,qwo̱¹,1.19,郭,03.34A.1,15
6562,2872,𗩇,wẽ¹,vwi̱ṃ¹,1.15,文,03.34A.2,1
6563,3349,𗏣,rjijr²,rer²,2.68,P.,03.34A.2,2
6564,2246,𗢸,lja̱²,llaw²,2.14,口,03.34A.2,3
6565,2478,𗧰,khjij¹,khe¹,1.36,張,03.34A.2,4
6566,1034,𘝻,kwo¹,qwo̱¹,1.19,郭,03.34A.2,5
6567,2872,𗩇,wẽ¹,vwi̱ṃ¹,1.15,文,03.34A.2,6
6568,1326,𘙌,kjɨ¹,kə¹,1.3,ᴘꜰᴠ:ɪɴ/ɪᴍᴘ:ɪɴ,03.34A.2,7
6569,0134,𗵢,ꞏju²,yu²,1.02,顧,03.34A.2,8
6570,2246,𗢸,lja̱²,llaw²,2.14,口,03.34A.2,9
6571,2983,𗅁,ꞏu²,γu̱²,2.01,ɪɴᴇ,03.34A.2,10
6572,2778,𗥛,rjɨr¹,rər¹,1.86,骨,03.34A.2,11
6573,3477,𗄵,ɣiwəj¹,γwae̱ṃ¹,1.41,橫,03.34A.2,12
6574,0448,𗖌,gjɨ²,gə²,2.28,一,03.34A.2,13
6575,4342,𗞞,dja²,da²,2.17,ᴘꜰᴠ/ɪᴍᴘ,03.34A.2,14
6576,2724,𗋐,tśhju¹,tśhu¹,1.02,有₁,03.34A.2,15
6577,0046,𘟀,ljij²,le²,2.33,見₁,03.34A.3,1
6578,1542,𗌭,ku¹,qu̱¹,1.01,故,03.34A.3,2
6579,0824,𗉮,tśhjɨ²,tśhə²,2.27,立,03.34A.3,3
6580,5417,𘃛,rjar²,rar²,2.74,即,03.34A.3,4
6581,2590,𗋚,wjɨ²,və²,2.27,ᴘꜰᴠ:ᴏᴜᴛ/ɪᴍᴘ:ᴏᴜᴛ,03.34A.3,5
6582,5173,𘖗,dźjɨ̣,dźə¹,0,拔,03.34A.3,6
6583,5113,𘃡,wji¹,vi¹,1.1,為₁,03.34A.3,7
6584,2503,𗏡,kụ¹,qu̱h¹,1.55,後,03.34A.3,8
6585,5167,𗰆,lhja¹,lha¹,1.2,鹿,03.34A.3,9
6586,0448,𗖌,gjɨ²,gə²,2.28,一,03.34A.3,10
6587,5689,𘗠,ɣa¹,γa̱¹,1.17,戶,03.34A.3,11
6588,1778,𗙼,ꞏju²,yu²,2.02,ᴀɴᴛᴇ,03.34A.3,12
6589,0795,𘙇,rjɨr²,rər²,2.77,ᴘꜰᴠ:ᴅɪʀ/ɪᴍᴘ:ᴅɪʀ,03.34A.3,13
6590,2373,𗆐,ljịj²,lleh²,2.54,來,03.34A.3,14
6591,1906,𗅉,niow¹,nuo¹,1.57,後,03.34A.3,15
6592,1661,𗙃,ljĩ¹,liṃ¹,1.16,臨,03.34A.4,1
6593,5708,𘋻,źju²,źu²,2.02,安=汝,03.34A.4,2
6594,3763,𗄽,śiã¹,ṣaa̱ṃ¹,1.25,山,03.34A.4,3
6595,5479,𘋜,rjar¹,rar¹,1.82,疫,03.34A.4,4
6596,2857,𗥓,ŋo²,ŋo̱²,2.42,病,03.34A.4,5
6597,0091,𗀮,thew²,thi̱w²,2.38,遇,03.34A.4,6
6598,1326,𘙌,kjɨ¹,kə¹,1.3,ᴘꜰᴠ:ɪɴ/ɪᴍᴘ:ɪɴ,03.34A.4,7
6599,2797,𗣈,lho,lho̱?,0,出,03.34A.4,8
6600,1661,𗙃,ljĩ¹,liṃ¹,1.16,臨,03.34A.4,9
6601,5708,𘋻,źju²,źu²,2.02,安=汝,03.34A.4,10
6602,3763,𗄽,śiã¹,ṣaa̱ṃ¹,1.25,山,03.34A.4,11
6603,1045,𘒣,dạ²,da̱h²,2.56,曰,03.34A.4,12
6604,2098,𗧓,ŋa²,ŋa̱²,2.14,我,03.34A.4,13
6605,1012,𗰣,zjịj¹,zeh¹,1.61,幾,03.34A.4,14
6606,0811,𘜍,ꞏja̱r²,ryawr²,2.75,日,03.34A.4,15
6607,1906,𗅉,niow¹,nuo¹,1.57,後,03.34A.5,1
6608,3349,𗏣,rjijr²,rer²,2.68,P.,03.34A.5,2
6609,5918,𗈶,sjɨ¹,sə¹,1.3,死₂,03.34A.5,3
6610,2098,𗧓,ŋa²,ŋa̱²,2.14,𝟣ꜱɢ,03.34A.5,4
6611,5285,𘃞,ljɨ¹,lə¹,1.29,也,03.34A.5,5
6612,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,03.34A.5,6
6613,1034,𘝻,kwo¹,qwo̱¹,1.19,郭,03.34A.5,7
6614,2872,𗩇,wẽ¹,vwi̱ṃ¹,1.15,文,03.34A.5,8
6615,0388,𗳱,thja²,tha²,2.17,此,03.34A.5,9
6616,1139,𗗙,ꞏjij¹,ye¹,1.36,,03.34A.5,10
6617,5865,𘕕,sọ¹,so̱ṃh¹,1.7,三,03.34A.5,11
6618,2263,𗢶,dźjow¹,dźoṃ¹,1.56,遍,03.34A.5,12
6619,3485,𗁅,lạ¹,lla̱h¹,1.63,手,03.34A.5,13
6620,1326,𘙌,kjɨ¹,kə¹,1.3,ᴘꜰᴠ:ɪɴ/ɪᴍᴘ:ɪɴ,03.34A.5,14
6621,4401,𗜈,zow²,zo̱ṃ²,2.47,持,03.34A.5,15
6622,5113,𘃡,wji¹,vi¹,1.1,為₁,03.34A.6,1
6623,2503,𗏡,kụ¹,qu̱h¹,1.55,後,03.34A.6,2
6624,4831,𗑔,mə²,mə̱²,2.25,果,03.34A.6,3
6625,2909,𗅐,la²,la̱²,2.14,然,03.34A.6,4
6626,1040,𗰭,śja¹,śa¹,1.19,十,03.34A.6,5
6627,1999,𗏁,ŋwə¹,ŋwə̱¹,1.27,五,03.34A.6,6
6628,0811,𘜍,ꞏja̱r²,ryawr²,2.75,日,03.34A.6,7
6629,5258,𘍞,iọ¹,γao̱h¹,1.71,全,03.34A.6,8
6630,2983,𗅁,ꞏu²,γu̱²,2.01,ɪɴᴇ,03.34A.6,9
6631,4342,𗞞,dja²,da²,2.17,ᴘꜰᴠ/ɪᴍᴘ,03.34A.6,10
6632,3072,𗢏,sji²,si²,2.1,死₁,03.34A.6,11
6633,2259,𗪨,miej²,mae̱²,2.31,孟,03.34A.7,1
6634,4348,𗜪,lew¹,li̱w¹,1.43,陋,03.34A.7,2
6635,1906,𗅉,niow¹,nuo¹,1.57,後,03.34A.7,3
6636,2639,𗦻,mji̱j²,mme²,2.35,名,03.34A.7,4
6637,3799,𗼽,sew²,si̱w²,2.38,少,03.34A.7,5
6638,1542,𗌭,ku¹,qu̱¹,1.01,孤,03.34A.7,6
6639,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,03.34A.7,7
6640,0546,𘈫,ꞏu²,γu̱²,2.01,武,03.34A.7,8
6641,5218,𘏉,tśhjwo¹,tśhwow¹,1.48,昌,03.34A.7,9
6642,2627,𗼻,ljɨ̣²,lləh²,2.61,地,03.34A.7,10
6643,5258,𘍞,iọ¹,γao̱h¹,1.71,方,03.34A.7,11
6644,2541,𘓐,dzjwo²,dzwo²,2.44,人,03.34A.7,12
6645,0508,𘟂,ŋwu²,ŋwu̱²,2.01,是,03.34A.7,13
6646,5910,𗗧,kia¹,qaa̱¹,1.18,嘉,03.34A.7,14
6647,2872,𗩇,wẽ¹,vwi̱ṃ¹,1.15,温,03.34A.7,15
6648,2259,𗪨,miej²,mae̱²,2.31,孟,03.34B.1,1
6649,4348,𗜪,lew¹,li̱w¹,1.43,陋,03.34B.1,2
6650,1139,𗗙,ꞏjij¹,ye¹,1.36,,03.34B.1,3
6651,0804,𗌽,djɨ²,də²,2.28,ᴘꜰᴠ:ᴀᴜᴛᴏʙ/ɪᴍᴘ:ᴀᴜᴛᴏʙ,03.34B.1,4
6652,3600,𗾤,ɣju¹,γu¹,1.03,喚,03.34B.1,5
6653,5964,𗯒,tsha²,tsha̱²,2.14,操,03.34B.1,6
6654,5045,𗑪,kjwĩ¹,kwiṃ¹,1.16,軍,03.34B.1,7
6655,5113,𘃡,wji¹,vi¹,1.1,為₁,03.34B.1,8
6656,0749,𗟻,phji¹,phi¹,1.11,使₁,03.34B.1,9
6657,2259,𗪨,miej²,mae̱²,2.31,孟,03.34B.1,10
6658,4348,𗜪,lew¹,li̱w¹,1.43,陋,03.34B.1,11
6659,1918,𗅋,mji¹,mi¹,1.11,ɴᴇɢ,03.34B.1,12
6660,3159,𗨙,lhjịj²,lheh²,2.54,受₁,03.34B.1,13
6661,4981,𗔉,tśhio̱w¹,tṣhuo¹,1.57,或,03.34B.1,14
6662,2541,𘓐,dzjwo²,dzwo²,2.44,人,03.34B.1,15
6663,1643,𗙔,xwã¹,hwa̱ṃ¹,1.24,桓,03.34B.2,1
6664,2872,𗩇,wẽ¹,vwi̱ṃ¹,1.15,温,03.34B.2,2
6665,5447,𘋩,do²,do̱²,2.42,ᴛᴇʀᴍ,03.34B.2,3
6666,5612,𘎪,tshji̱j¹,ntshe¹,1.39,說₁,03.34B.2,4
6667,1045,𘒣,dạ²,da̱h²,2.56,曰,03.34B.2,5
6668,2259,𗪨,miej²,mae̱²,2.31,孟,03.34B.2,6
6669,2872,𗩇,wẽ¹,vwi̱ṃ¹,1.15,温,03.34B.2,7
6670,3583,𗫂,tja¹,ta¹,1.2,者,03.34B.2,8
6671,2748,𗣼,tśhja²,tśha²,2.16,德,03.34B.2,9
6672,0464,𗴀,so²,so̱²,2.42,高,03.34B.2,10
6673,5604,𘝦,dźjɨ,dźə¹,0,行,03.34B.2,11
6674,3310,𗾟,wạ²,vwa̱h²,2.56,廣,03.34B.2,12
6675,3202,𗧁,rjir²,rer²,2.68,才,03.34B.2,13
6676,3017,𗴮,djịj¹,deh¹,1.61,類,03.34B.2,14
6677,4434,𘓈,dźju²,dźu²,2.02,根,03.34B.2,15
6678,0001,𘞗,sjwɨ¹,swə¹,1.03,苗,03.34B.3,1
6679,0508,𘟂,ŋwu²,ŋwu̱²,2.01,是,03.34B.3,2
6680,2937,𗂧,lhjịj²,lheh²,2.54,國,03.34B.3,3
6681,5258,𘍞,iọ¹,γao̱h¹,1.71,方,03.34B.3,4
6682,0645,𘑨,ꞏwu²,γwu̱h²,2.51,助,03.34B.3,5
6683,2705,𗡼,bji̱r²,rber²,2.54,佐,03.34B.3,6
6684,1274,𗟭,wo²,vwo̱²,2.42,應,03.34B.3,7
6685,5285,𘃞,ljɨ¹,lə¹,1.29,也,03.34B.3,8
6686,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,03.34B.3,9
6687,1643,𗙔,xwã¹,hwa̱ṃ¹,1.24,桓,03.34B.3,10
6688,2872,𗩇,wẽ¹,vwi̱ṃ¹,1.15,温,03.34B.3,11
6689,1045,𘒣,dạ²,da̱h²,2.56,曰,03.34B.3,12
6690,1749,𗘒,kwej¹,qwe̱¹,1.33,會,03.34B.3,13
6691,5157,𘎫,kji¹,ki¹,1.11,稽,03.34B.3,14
6692,3830,𘟙,njij²,ne²,2.33,王,03.34B.3,15
6693,3798,𗣫,tsəj¹,tse̱ṃ¹,1.4,小,03.34B.4,1
6694,0388,𗳱,thja²,tha²,2.17,此,03.34B.4,2
6695,1139,𗗙,ꞏjij¹,ye¹,1.36,,03.34B.4,3
6696,3351,𗪲,ɣjiw¹,γiw¹,1.46,招,03.34B.4,4
6697,5643,𘖑,mjɨ¹,mə¹,1.3,ɴᴇɢ.ᴍᴏᴅ,03.34B.4,5
6698,5694,𘃦,ljɨ̱¹,nllə¹,1.29,可,03.34B.4,6
6699,5993,𘂤,kha¹,qha̱¹,1.17,ɪɴᴛᴇꜱꜱ,03.34B.4,7
6700,1906,𗅉,niow¹,nuo¹,1.57,後,03.34B.4,8
6701,5091,𘕜,gja²,ga²,2.17,我,03.34B.4,9
6702,2065,𗣊,mji²,mi²,2.1,等,03.34B.4,10
6703,4464,𘓆,ljɨ̣¹,lləh¹,1.69,論,03.34B.4,11
6704,5612,𘎪,tshji̱j¹,ntshe¹,1.39,說₁,03.34B.4,12
6705,0491,𗰓,ljọ²,lloh²,2.64,豈,03.34B.4,13
6706,1617,𘜕,kjir²,rkir²,2.72,敢,03.34B.4,14
6707,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,03.34B.4,15
6708,1456,𗳶,tśhie¹,tṣhai̱¹,1.09,翟,03.34B.5,1
6709,5087,𗭴,ꞏjow¹,yoṃ¹,1.57,陽,03.34B.5,2
6710,1906,𗅉,niow¹,nuo¹,1.57,後,03.34B.5,3
6711,2639,𗦻,mji̱j²,mme²,2.35,名,03.34B.5,4
6712,3640,𗣩,tha²,tha̱²,2.14,道,03.34B.5,5
6713,3628,𗤩,ɣjwã¹,γwaṃ¹,1.26,渊,03.34B.5,6
6714,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,03.34B.5,7
6715,0493,𗸹,sjɨ²,sə²,2.28,,03.34B.5,8
6716,5087,𗭴,ꞏjow¹,yoṃ¹,1.57,陽,03.34B.5,9
6717,2627,𗼻,ljɨ̣²,lləh²,2.61,地,03.34B.5,10
6718,5258,𘍞,iọ¹,γao̱h¹,1.71,方,03.34B.5,11
6719,2541,𘓐,dzjwo²,dzwo²,2.44,人,03.34B.5,12
6720,0508,𘟂,ŋwu²,ŋwu̱²,2.01,是,03.34B.5,13
6721,5925,𘕘,tsə¹,tsə̱¹,1.27,子,03.34B.5,14
6722,1259,𗉋,tśiow¹,tṣao̱ṃ¹,1.55,莊,03.34B.5,15
6723,2513,𗏹,ꞏju²,yu²,2.02,常,03.34B.6,1
6724,3058,𗋽,zjɨ̱r²,rzər²,2.85,水,03.34B.6,2
6725,4319,𗛲,ljow²,loṃ²,2.49,邊,03.34B.6,3
6726,3057,𗋾,źju²,źu²,2.02,魚,03.34B.6,4
6727,5754,𗯹,lju²,lu²,2.03,捕₁,03.34B.6,5
6728,0558,𗌹,njijr¹,rner¹,1.74,野,03.34B.6,6
6729,1918,𗅋,mji¹,mi¹,1.11,ɴᴇɢ,03.34B.6,7
6730,3844,𗭍,dźjịj¹,dźeh¹,1.61,行,03.34B.6,8
6731,1456,𗳶,tśhie¹,tṣhai̱¹,1.09,翟,03.34B.6,9
6732,5087,𗭴,ꞏjow¹,yoṃ¹,1.57,陽,03.34B.6,10
6733,0388,𗳱,thja²,tha²,2.17,此,03.34B.6,11
6734,1139,𗗙,ꞏjij¹,ye¹,1.36,,03.34B.6,12
6735,2541,𘓐,dzjwo²,dzwo²,2.44,人,03.34B.6,13
6736,2716,𗹠,rjijr¹,rer¹,1.74,善,03.34B.6,14
6737,1519,𘆒,ɣu¹,γu̱¹,1.04,換,03.34B.6,15
6738,2931,𗄾,sej¹,se̱¹,1.33,算,03.34B.7,1
6739,4981,𗔉,tśhio̱w¹,tṣhuo¹,1.57,或,03.34B.7,2
6740,2541,𘓐,dzjwo²,dzwo²,2.44,人,03.34B.7,3
6741,2082,𗤄,ꞏjɨr¹,ryər¹,1.86,問,03.34B.7,4
6742,1045,𘒣,dạ²,da̱h²,2.56,曰,03.34B.7,5
6743,3057,𗋾,źju²,źu²,2.02,魚,03.34B.7,6
