No,LFW,character,GHC,GX,rhyme,meaning,page number,character number
16835,2635,𗼵,xjow²,hao̱²,2.43,風,06.02B.7,6
16836,3118,𗥑,xu¹,hu̱¹,1.01,扶,06.02B.7,7
16837,2627,𗼻,ljɨ̣²,lləh²,2.61,地,06.02B.7,8
16838,5258,𘍞,iọ¹,γao̱h¹,1.71,方,06.02B.7,9
16839,2736,𘓣,bia̱²,mbaa̱²,2.2,馬,06.02B.7,10
16840,4744,𗑁,ꞏjow²,yo̱ṃ²,2.48,融,06.02B.7,11
16841,1139,𗗙,ꞏjij¹,ye¹,1.36,之,06.02B.7,12
16842,0960,𗕪,mjịj¹,meh¹,1.61,女,06.02B.7,13
16843,0508,𘟂,ŋwu²,ŋwu̱²,2.01,是,06.02B.7,14
16844,4797,𘝞,ꞏjwɨr²,rywər²,2.77,文,06.02B.7,15
16845,3365,𗣳,sjịj²,seh²,2.54,寫,06.03A.1,1
16846,3320,𗫦,ɣiew¹,γai̱w¹,1.44,學,06.03A.1,2
16847,1118,𘞂,dzjɨ̱²,ndzə²,2.29,習,06.03A.1,3
16848,4574,𘉑,mjɨ¹,mə¹,1.3,他,06.03A.1,4
16849,1473,𗸒,su¹,su̱¹,1.01,ᴄᴏᴍᴘ,06.03A.1,5
16850,0819,𘈃,rjar¹,rar¹,1.82,殊,06.03A.1,6
16851,5531,𘍳,gjij¹,ge¹,1.36,奇,06.03A.1,7
16852,1906,𗅉,niow¹,nuo¹,1.57,後,06.03A.1,8
16853,4797,𘝞,ꞏjwɨr²,rywər²,2.77,文,06.03A.1,9
16854,3543,𘉨,dzwə¹,dzwə̱¹,1.27,章,06.03A.1,10
16855,5113,𘃡,wji¹,vi¹,1.1,為₁,06.03A.1,11
16856,5072,𘃨,ɣjɨr¹,rγər¹,1.82,作,06.03A.1,12
16857,2716,𗹠,rjijr¹,rer¹,1.74,擅,06.03A.1,13
16858,4945,𗔒,wə¹,vwə̱¹,1.27,夫,06.03A.1,14
16859,2455,𗪯,gji²,gi²,2.1,妻,06.03A.1,15
16860,3118,𗥑,xu¹,hu̱¹,1.01,甫,06.03A.2,1
16861,0576,𘅧,kjwi¹,kwi¹,2.2,規,06.03A.2,2
16862,3831,𗇏,ljij²,le²,2.33,,06.03A.2,3
16863,2012,𗌃,tũ¹,tu̱ṃ¹,1.96,,06.03A.2,4
16864,1531,𘒏,gia¹,ga¹,1.2,軍,06.03A.2,5
16865,2805,𗩈,bju̱²,mbu²,2.06,將,06.03A.2,6
16866,5113,𘃡,wji¹,vi¹,1.1,為₁,06.03A.2,7
16867,4444,𘓁,ljɨ̣¹,lləh¹,1.69,及,06.03A.2,8
16868,1906,𗅉,niow¹,nuo¹,1.57,後,06.03A.2,9
16869,0546,𘈫,ꞏu²,γu̱²,2.01,武,06.03A.2,10
16870,5574,𘃣,wji²,vi²,2.09,威,06.03A.2,11
16871,0289,𗍁,we²,vwi̱²,2.07,城,06.03A.2,12
16872,3266,𗦳,dzju²,dzu²,2.03,主,06.03A.2,13
16873,0724,𘆄,njɨ²,nə²,2.28,ᴘʟ,06.03A.2,14
16874,5113,𘃡,wji¹,vi¹,1.1,為₁,06.03A.2,15
16875,4829,𗔯,dzji¹,dzi¹,1.11,鬥,06.03A.2,16
16876,4916,𗔼,ɣwej¹,γwe̱¹,1.33,戰,06.03A.3,1
16877,2639,𗦻,mji̱j²,mme²,2.35,名,06.03A.3,2
16878,3119,𗫔,ꞏji¹,yi¹,1.11,眾,06.03A.3,3
16879,2503,𗏡,kụ¹,qu̱h¹,1.55,後,06.03A.3,4
16880,3118,𗥑,xu¹,hu̱¹,1.01,甫,06.03A.3,5
16881,3323,𗿖,ŋia̱²,ŋŋaa̱²,2.2,規,06.03A.3,6
16882,5918,𗈶,sjɨ¹,sə¹,1.3,死₂,06.03A.3,7
16883,1906,𗅉,niow¹,nuo¹,1.57,後,06.03A.3,8
16884,2012,𗌃,tũ¹,tu̱ṃ¹,1.96,董,06.03A.3,9
16885,1259,𗉋,tśiow¹,tṣao̱ṃ¹,1.55,卓,06.03A.3,10
16886,2937,𗂧,lhjịj²,lheh²,2.54,國,06.03A.3,11
16887,2819,𗆔,kạ²,qa̱h²,2.56,秉,06.03A.3,12
16888,1326,𘙌,kjɨ¹,kə¹,1.3,ᴘꜰᴠ:ɪɴ/ɪᴍᴘ:ɪɴ,06.03A.3,13
16889,4401,𗜈,zow²,zo̱ṃ²,2.47,持,06.03A.3,14
16890,3118,𗥑,xu¹,hu̱¹,1.01,甫,06.03A.3,15
16891,3323,𗿖,ŋia̱²,ŋŋaa̱²,2.2,規,06.03A.4,1
16892,2455,𗪯,gji²,gi²,2.1,妻,06.03A.4,2
16893,2129,𗦉,bjij²,be²,2.33,妻,06.03A.4,3
16894,1139,𗗙,ꞏjij¹,ye¹,1.36,之,06.03A.4,4
16895,3183,𗧘,wo²,vwo̱²,2.42,義,06.03A.4,5
16896,3126,𗿷,dźjij²,dźe²,2.32,有₁,06.03A.4,6
16897,0243,𗡸,sji²,si²,2.1,婦,06.03A.4,7
16898,0508,𘟂,ŋwu²,ŋwu̱²,2.01,是,06.03A.4,8
16899,5026,𗓁,mji¹,mi¹,1.11,聞₁,06.03A.4,9
16900,0433,𗖵,bju¹,bu¹,1.03,ʀᴇꜰ,06.03A.4,10
16901,2012,𗌃,tũ¹,tu̱ṃ¹,1.96,董,06.03A.4,11
16902,1259,𗉋,tśiow¹,tṣao̱ṃ¹,1.55,卓,06.03A.4,12
16903,0824,𗉮,tśhjɨ²,tśhə²,2.27,立,06.03A.4,13
16904,5417,𘃛,rjar²,rar²,2.74,即,06.03A.4,14
16905,2541,𘓐,dzjwo²,dzwo²,2.44,人,06.03A.4,15
16906,5871,𘒫,ze̱w²,nzi̱w²,2.41,遣,06.03A.5,1
16907,4233,𗟔,ko¹,qo̱¹,1.49,車,06.03A.5,2
16908,5553,𘍾,gji²,gi²,2.1,一,06.03A.5,3
16909,2798,𘊝,ꞏjir²,ryir²,2.72,百,06.03A.5,4
16910,4329,𗞖,xjwi¹,fiṃ¹,1.16,輛,06.03A.5,5
16911,5880,𗳒,ŋwu²,ŋwu̱²,2.01,ɪɴꜱ,06.03A.5,6
16912,5865,𘕕,sọ¹,so̱ṃh¹,1.7,三,06.03A.5,7
16913,2798,𘊝,ꞏjir²,ryir²,2.72,百,06.03A.5,8
16914,1449,𗷬,tśhjwor²,rtśhwo̱r²,2.81,僕,06.03A.5,9
16915,3209,𗫎,mjɨ̱¹,mmə¹,1.32,奴,06.03A.5,10
16916,3028,𗌏,ꞏjur²,ryur²,2.7,婢,06.03A.5,11
16917,1999,𗏁,ŋwə¹,ŋwə̱¹,1.27,五,06.03A.5,12
16918,0359,𗡞,tụ¹,tu̱h¹,1.58,千,06.03A.5,13
16919,5249,𘖙,no²,no̱²,2.42,匹,06.03A.5,14
16920,4772,𗬼,ꞏjɨr²,ryər²,2.77,絲,06.03A.5,15
16921,0724,𘆄,njɨ²,nə²,2.28,ᴘʟ,06.03A.6,1
16922,4269,𗝿,tśhjij¹,tśhe¹,1.35,持,06.03A.6,2
16923,0749,𗟻,phji¹,phi¹,1.11,使₁,06.03A.6,3
16924,5880,𗳒,ŋwu²,ŋwu̱²,2.01,ɪɴꜱ,06.03A.6,4
16925,3118,𗥑,xu¹,hu̱¹,1.01,甫,06.03A.6,5
16926,3323,𗿖,ŋia̱²,ŋŋaa̱²,2.2,規,06.03A.6,6
16927,2455,𗪯,gji²,gi²,2.1,妻,06.03A.6,7
16928,2129,𗦉,bjij²,be²,2.33,妻,06.03A.6,8
16929,1139,𗗙,ꞏjij¹,ye¹,1.36,之,06.03A.6,9
16930,3600,𗾤,ɣju¹,γu¹,1.03,喚,06.03A.6,10
16931,4481,𗶷,śjɨ¹,śə¹,1.29,往₂,06.03A.6,11
16932,0749,𗟻,phji¹,phi¹,1.11,使₁,06.03A.6,12
16933,3118,𗥑,xu¹,hu̱¹,1.01,夫,06.03A.6,13
16934,1148,𗕌,źjĩ¹,źiṃ¹,1.16,人,06.03A.6,14
16935,5113,𘃡,wji¹,vi¹,1.1,為₁,06.03A.6,15
16936,3357,𗧠,kiẹj²,qae̱h²,2.53,欲,06.03A.7,1
16937,3101,𗫸,ꞏjị²,yih²,2.6,復,06.03A.7,2
16938,3101,𗫸,ꞏjị²,yih²,2.6,復,06.03A.7,3
16939,5865,𘕕,sọ¹,so̱ṃh¹,1.7,三,06.03A.7,4
16940,2263,𗢶,dźjow¹,dźoṃ¹,1.56,遍,06.03A.7,5
16941,0804,𗌽,djɨ²,də²,2.28,ᴘꜰᴠ:ᴀᴜᴛᴏʙ/ɪᴍᴘ:ᴀᴜᴛᴏʙ,06.03A.7,6
16942,3600,𗾤,ɣju¹,γu¹,1.03,喚,06.03A.7,7
16943,3456,𗄼,lja¹,la¹,1.2,來,06.03A.7,8
16944,5643,𘖑,mjɨ¹,mə¹,1.3,ɴᴇɢ.ᴍᴏᴅ,06.03A.7,9
16945,0303,𗳢,dźjij,dźe?,0,肯,06.03A.7,10
16946,1906,𗅉,niow¹,nuo¹,1.57,後,06.03A.7,11
16947,5815,𘂆,tsjɨ¹,tsə¹,1.3,亦,06.03A.7,12
16948,2596,𘉡,pjụ¹,puh¹,1.59,威,06.03A.7,13
16949,5009,𘎉,lho̱¹,nllo̱¹,1.52,依,06.03A.7,14
16950,5880,𗳒,ŋwu²,ŋwu̱²,2.01,ɪɴꜱ,06.03A.7,15
16951,2831,𗂐,tshwa¹,tshwa̱¹,1.17,勞,06.03B.1,1
16952,2832,𗁽,tshej¹,tshe̱¹,1.33,役,06.03B.1,2
16953,1542,𗌭,ku¹,qu̱¹,1.01,故,06.03B.1,3
16954,3118,𗥑,xu¹,hu̱¹,1.01,甫,06.03B.1,4
16955,3323,𗿖,ŋia̱²,ŋŋaa̱²,2.2,規,06.03B.1,5
16956,2455,𗪯,gji²,gi²,2.1,妻,06.03B.1,6
16957,2129,𗦉,bjij²,be²,2.33,妻,06.03B.1,7
16958,2590,𗋚,wjɨ²,və²,2.27,ᴘꜰᴠ:ᴏᴜᴛ/ɪᴍᴘ:ᴏᴜᴛ,06.03B.1,8
16959,2797,𗣈,lho,lho̱?,0,出,06.03B.1,9
16960,2012,𗌃,tũ¹,tu̱ṃ¹,1.96,董,06.03B.1,10
16961,1259,𗉋,tśiow¹,tṣao̱ṃ¹,1.55,卓,06.03B.1,11
16962,1139,𗗙,ꞏjij¹,ye¹,1.36,之,06.03B.1,12
16963,1045,𘒣,dạ²,da̱h²,2.56,曰,06.03B.1,13
16964,3551,𘊄,niow²,ṇo̱ṃ²,2.48,惡,06.03B.1,14
16965,5880,𗳒,ŋwu²,ŋwu̱²,2.01,ɪɴꜱ,06.03B.1,15
16966,1326,𘙌,kjɨ¹,kə¹,1.3,ᴘꜰᴠ:ɪɴ/ɪᴍᴘ:ɪɴ,06.03B.2,1
16967,1827,𗖣,źier¹,rźai̱r¹,1.78,罵,06.03B.2,2
16968,1517,𗈄,njɨ̱²,nnə²,2.29,罵,06.03B.2,3
16969,2012,𗌃,tũ¹,tu̱ṃ¹,1.96,董,06.03B.2,4
16970,1259,𗉋,tśiow¹,tṣao̱ṃ¹,1.55,卓,06.03B.2,5
16971,4456,𘴈,tha²,tha̱²,2.54,大,06.03B.2,6
16972,0945,𗕣,tshjạ¹,tshah¹,1.64,怒,06.03B.2,7
16973,0804,𗌽,djɨ²,də²,2.28,ᴘꜰᴠ:ᴀᴜᴛᴏʙ/ɪᴍᴘ:ᴀᴜᴛᴏʙ,06.03B.2,8
16974,5754,𗯹,lju²,lu²,2.03,捕₁,06.03B.2,9
16975,0749,𗟻,phji¹,phi¹,1.11,使₁,06.03B.2,10
16976,4233,𗟔,ko¹,qo̱¹,1.49,車,06.03B.2,11
16977,5399,𗯴,khju¹,khu¹,1.03,ꜱᴜʙᴇ,06.03B.2,12
16978,1452,𗱢,nja¹,na¹,1.2,ᴘꜰᴠ:ᴅᴏᴡɴ/ɪᴍᴘ:ᴅᴏᴡɴ,06.03B.2,13
16979,5397,𘏩,xjwɨ̣j²,feṃh²,2.55,懸,06.03B.2,14
16980,0497,𘜔,ŋewr²,rŋi̱wr²,2.78,多,06.03B.2,15
16981,5643,𘖑,mjɨ¹,mə¹,1.3,ɴᴇɢ.ᴍᴏᴅ,06.03B.3,1
16982,3576,𗩯,sjwij¹,swe¹,1.36,顯,06.03B.3,2
16983,5481,𘐬,bo²,bo̱²,2.42,杖,06.03B.3,3
16984,2590,𗋚,wjɨ²,və²,2.27,ᴘꜰᴠ:ᴏᴜᴛ/ɪᴍᴘ:ᴏᴜᴛ,06.03B.3,4
16985,5173,𘖗,dźjɨ̣,dźə¹,0,拔,06.03B.3,5
16986,5113,𘃡,wji¹,vi¹,1.1,為₁,06.03B.3,6
16987,5880,𗳒,ŋwu²,ŋwu̱²,2.01,ɪɴꜱ,06.03B.3,7
16988,4342,𗞞,dja²,da²,2.17,ᴘꜰᴠ/ɪᴍᴘ,06.03B.3,8
16989,4225,𗜍,sja¹,sa¹,1.2,殺,06.03B.3,9
16990,1374,𗉘,tśhjɨ¹,tśhə¹,1.29,此,06.03B.3,10
16991,3589,𗿳,dzjɨj¹,dzeṃ¹,1.42,時,06.03B.3,11
16992,0968,𗱕,rjur¹,rur¹,1.76,諸,06.03B.3,12
16993,2541,𘓐,dzjwo²,dzwo²,2.44,人,06.03B.3,13
16994,2019,𗋕,thja¹,tha¹,1.2,此,06.03B.3,14
16995,0243,𗡸,sji²,si²,2.1,婦,06.03B.3,15
16996,1139,𗗙,ꞏjij¹,ye¹,1.36,之,06.03B.4,1
16997,2639,𗦻,mji̱j²,mme²,2.35,名,06.03B.4,2
16998,5671,𘎼,thjɨ¹,thə¹,1.3,脫,06.03B.4,3
16999,5113,𘃡,wji¹,vi¹,1.1,為₁,06.03B.4,4
17000,1910,𗅲,tjɨ̣j²,teṃh²,2.55,禮,06.03B.4,5
17001,5034,𗐽,tshow¹,tsho̱ṃ¹,1.54,樂,06.03B.4,6
17002,1602,𘓳,ŋowr²,rŋo̱ṃr²,2.82,全,06.03B.4,7
17003,0243,𗡸,sji²,si²,2.1,婦,06.03B.4,8
17004,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,06.03B.4,9
17005,2503,𗏡,kụ¹,qu̱h¹,1.55,後,06.03B.4,10
17006,5493,𘟑,xã²,ha̱ṃ²,2.22,漢,06.03B.4,11
17007,3139,𗤀,śjij¹,śe¹,1.35,代,06.03B.4,12
17008,0243,𗡸,sji²,si²,2.1,婦,06.03B.4,13
17009,2541,𘓐,dzjwo²,dzwo²,2.44,人,06.03B.4,14
17010,0508,𘟂,ŋwu²,ŋwu̱²,2.01,是,06.03B.4,15
17011,2067,𗩿,sji²,si²,2.1,息,06.03B.5,1
17012,3118,𗥑,xu¹,hu̱¹,1.01,夫,06.03B.5,2
17013,1148,𗕌,źjĩ¹,źiṃ¹,1.16,人,06.03B.5,3
17014,2067,𗩿,sji²,si²,2.1,息,06.03B.5,4
17015,2937,𗂧,lhjịj²,lheh²,2.54,國,06.03B.5,5
17016,5306,𘋨,dzjwɨ¹,dzwə¹,1.3,帝,06.03B.5,6
17017,1139,𗗙,ꞏjij¹,ye¹,1.36,之,06.03B.5,7
17018,2455,𗪯,gji²,gi²,2.1,妻,06.03B.5,8
17019,2129,𗦉,bjij²,be²,2.33,妻,06.03B.5,9
17020,0508,𘟂,ŋwu²,ŋwu̱²,2.01,是,06.03B.5,10
17021,1374,𗉘,tśhjɨ¹,tśhə¹,1.29,此,06.03B.5,11
17022,4861,𘝨,zjọ²,zoh²,2.64,ᴛɪᴍᴇ.ʙ,06.03B.5,12
17023,1796,𗳷,tśhjụ¹,tṣhau̱h¹,1.59,楚,06.03B.5,13
17024,2937,𗂧,lhjịj²,lheh²,2.54,國,06.03B.5,14
17025,5604,𘝦,dźjɨ,dźə¹,0,ᴇʀɢ,06.03B.5,15
17026,5113,𘃡,wji¹,vi¹,1.1,ᴇʀɢ,06.03B.6,1
17027,2067,𗩿,sji²,si²,2.1,息,06.03B.6,2
17028,2937,𗂧,lhjịj²,lheh²,2.54,國,06.03B.6,3
17029,4342,𗞞,dja²,da²,2.17,ᴘꜰᴠ/ɪᴍᴘ,06.03B.6,4
17030,2393,𗹪,lji̱j²,nle²,2.35,滅,06.03B.6,5
17031,2067,𗩿,sji²,si²,2.1,息,06.03B.6,6
17032,5306,𘋨,dzjwɨ¹,dzwə¹,1.3,帝,06.03B.6,7
17033,1139,𗗙,ꞏjij¹,ye¹,1.36,之,06.03B.6,8
17034,0804,𗌽,djɨ²,də²,2.28,ᴘꜰᴠ:ᴀᴜᴛᴏʙ/ɪᴍᴘ:ᴀᴜᴛᴏʙ,06.03B.6,9
17035,5754,𗯹,lju²,lu²,2.03,捕₁,06.03B.6,10
17036,5689,𘗠,ɣa¹,γa̱¹,1.17,戶,06.03B.6,11
17037,4401,𗜈,zow²,zo̱ṃ²,2.47,持,06.03B.6,12
17038,3818,𗇋,mjijr²,rmer²,2.68,ɴᴍʟᴢ:ᴀ,06.03B.6,13
17039,1326,𘙌,kjɨ¹,kə¹,1.3,ᴘꜰᴠ:ɪɴ/ɪᴍᴘ:ɪɴ,06.03B.6,14
17040,5871,𘒫,ze̱w²,nzi̱w²,2.41,遣,06.03B.6,15
17041,3118,𗥑,xu¹,hu̱¹,1.01,夫,06.03B.7,1
17042,1148,𗕌,źjĩ¹,źiṃ¹,1.16,人,06.03B.7,2
17043,1796,𗳷,tśhjụ¹,tṣhau̱h¹,1.59,楚,06.03B.7,3
17044,3830,𘟙,njij²,ne²,2.33,王,06.03B.7,4
17045,1245,𘝵,ꞏjij¹,ye¹,1.36,自,06.03B.7,5
17046,2455,𗪯,gji²,gi²,2.1,妻,06.03B.7,6
17047,2129,𗦉,bjij²,be²,2.33,妻,06.03B.7,7
17048,5113,𘃡,wji¹,vi¹,1.1,為₁,06.03B.7,8
17049,3357,𗧠,kiẹj²,qae̱h²,2.53,欲,06.03B.7,9
17050,3118,𗥑,xu¹,hu̱¹,1.01,夫,06.03B.7,10
17051,1148,𗕌,źjĩ¹,źiṃ¹,1.16,人,06.03B.7,11
17052,1918,𗅋,mji¹,mi¹,1.11,ɴᴇɢ,06.03B.7,12
17053,3159,𗨙,lhjịj²,lheh²,2.54,受₁,06.03B.7,13
17054,2412,𗊱,dzjo²,dzo²,2.44,詩,06.03B.7,14
17055,5113,𘃡,wji¹,vi¹,1.1,為₁,06.03B.7,15
17056,1822,𗖸,ŋwu̱¹,ŋŋwu̱¹,1.05,曰,06.04A.1,1
17057,5435,𘎳,we̱¹,nvwi̱¹,1.12,生,06.04A.1,2
17058,4861,𘝨,zjọ²,zoh²,2.64,ᴛɪᴍᴇ.ʙ,06.04A.1,3
17059,3622,𗤫,kjɨ̱r²,rkər²,2.85,屋,06.04A.1,4
17060,5419,𘁟,do²,do̱²,2.42,異,06.04A.1,5
17061,5918,𗈶,sjɨ¹,sə¹,1.3,死₂,06.04A.1,6
17062,0705,𘅍,zjịj¹,zeh¹,1.61,ᴛɪᴍᴇ.ᴀ,06.04A.1,7
17063,2592,𗢤,la²,la̱²,2.14,墓,06.04A.1,8
17064,5625,𗯮,thwu̱¹,nthwu̱¹,1.05,同,06.04A.1,9
17065,4978,𗓱,tjij¹,te¹,1.36,若,06.04A.1,10
17066,0261,𘘮,mjo²,mo²,2.44,我,06.04A.1,11
17067,1918,𗅋,mji¹,mi¹,1.11,ɴᴇɢ,06.04A.1,12
17068,3744,𘓟,dźiej²,dẓae̱²,2.31,信,06.04A.1,13
17069,2814,𗼑,lhjị²,lhih²,2.6,月,06.04A.1,14
17070,4751,𗑗,sej¹,se̱¹,1.33,淨,06.04A.1,15
17071,5120,𗭼,swew¹,swi̱w¹,1.43,明,06.04A.2,1
17072,0290,𗍊,sju²,su²,2.03,如,06.04A.2,2
17073,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,06.04A.2,3
17074,5712,𘃪,dźjwa¹,dźwa¹,1.19,終,06.04A.2,4
17075,1906,𗅉,niow¹,nuo¹,1.57,後,06.04A.2,5
17076,0824,𗉮,tśhjɨ²,tśhə²,2.27,立,06.04A.2,6
17077,5417,𘃛,rjar²,rar²,2.74,即,06.04A.2,7
17078,4342,𗞞,dja²,da²,2.17,ᴘꜰᴠ/ɪᴍᴘ,06.04A.2,8
17079,3363,𗏋,sji²,si²,2.1,死₁,06.04A.2,9
17080,2067,𗩿,sji²,si²,2.1,息,06.04A.2,10
17081,5306,𘋨,dzjwɨ¹,dzwə¹,1.3,君,06.04A.2,11
17082,5815,𘂆,tsjɨ¹,tsə¹,1.3,亦,06.04A.2,12
17083,0707,𗉔,tśjiw¹,tśiw¹,1.45,周,06.04A.2,13
17084,3139,𗤀,śjij¹,śe¹,1.35,代,06.04A.2,14
17085,2541,𘓐,dzjwo²,dzwo²,2.44,人,06.04A.2,15
17086,0508,𘟂,ŋwu²,ŋwu̱²,2.01,是,06.04A.3,1
17087,5354,𘌽,thjɨ²,thə²,2.28,此,06.04A.3,2
17088,1183,𘅣,dạ²,da̱h²,2.56,事,06.04A.3,3
17089,0243,𗡸,sji²,si²,2.1,女,06.04A.3,4
17090,5545,𘋼,kjur²,rkur²,2.7,烈,06.04A.3,5
17091,5404,𘐆,la¹,la̱¹,1.17,傳,06.04A.3,6
17092,4797,𘝞,ꞏjwɨr²,rywər²,2.77,文,06.04A.3,7
17093,5993,𘂤,kha¹,qha̱¹,1.17,ɪɴᴛᴇꜱꜱ,06.04A.3,8
17094,5612,𘎪,tshji̱j¹,ntshe¹,1.39,說₁,06.04A.3,9
17095,5916,𘂦,xã¹,ha̱ṃ¹,1.24,韓,06.04A.4,1
17096,2885,𗫃,phow¹,pho̱ṃ¹,1.54,憑,06.04A.4,2
17097,2455,𗪯,gji²,gi²,2.1,妻,06.04A.4,3
17098,2129,𗦉,bjij²,be²,2.33,妻,06.04A.4,4
17099,0685,𘄽,ŋạ²,ŋa̱h²,2.56,好,06.04A.4,5
17100,0685,𘄽,ŋạ²,ŋa̱h²,2.56,好,06.04A.4,6
17101,0541,𗡮,śjwo²,lo²,2.44,美,06.04A.4,7
17102,0542,𗵽,lju̱²,nllu²,2.06,麗,06.04A.4,8
17103,4921,𗐾,swẽ¹,swi̱ṃ¹,1.15,宋,06.04A.4,9
17104,4775,𗐪,khjow²,qhao̱ṃ²,2.48,康,06.04A.4,10
17105,5604,𘝦,dźjɨ,dźə¹,0,ᴇʀɢ,06.04A.4,11
17106,5113,𘃡,wji¹,vi¹,1.1,ᴇʀɢ,06.04A.4,12
17107,0804,𗌽,djɨ²,də²,2.28,ᴘꜰᴠ:ᴀᴜᴛᴏʙ/ɪᴍᴘ:ᴀᴜᴛᴏʙ,06.04A.4,13
17108,1770,𗟨,lhjwi¹,lhwi¹,1.11,取,06.04A.4,14
17109,5113,𘃡,wji¹,vi¹,1.1,為₁,06.04A.4,15
17110,5916,𘂦,xã¹,ha̱ṃ¹,1.24,韓,06.04A.5,1
17111,2885,𗫃,phow¹,pho̱ṃ¹,1.54,憑,06.04A.5,2
17112,1139,𗗙,ꞏjij¹,ye¹,1.36,之,06.04A.5,3
17113,1326,𘙌,kjɨ¹,kə¹,1.3,ᴘꜰᴠ:ɪɴ/ɪᴍᴘ:ɪɴ,06.04A.5,4
17114,5871,𘒫,ze̱w²,nzi̱w²,2.41,遣,06.04A.5,5
17115,2387,𗂎,tshjɨj²,tsheṃ²,2.37,青,06.04A.5,6
17116,5267,𘍑,ljɨj¹,leṃ¹,1.42,陵,06.04A.5,7
17117,4752,𗒪,wạ²,vwa̱h²,2.56,臺,06.04A.5,8
17118,0500,𘄩,tsjụ¹,tsuh¹,1.59,擊,06.04A.5,9
17119,4481,𗶷,śjɨ¹,śə¹,1.29,往₂,06.04A.5,10
17120,0749,𗟻,phji¹,phi¹,1.11,使₁,06.04A.5,11
17121,2455,𗪯,gji²,gi²,2.1,妻,06.04A.5,12
17122,2129,𗦉,bjij²,be²,2.33,妻,06.04A.5,13
17123,1139,𗗙,ꞏjij¹,ye¹,1.36,之,06.04A.5,14
17124,3118,𗥑,xu¹,hu̱¹,1.01,夫,06.04A.5,15
17125,1148,𗕌,źjĩ¹,źiṃ¹,1.16,人,06.04A.6,1
17126,5113,𘃡,wji¹,vi¹,1.1,為₁,06.04A.6,2
17127,3357,𗧠,kiẹj²,qae̱h²,2.53,欲,06.04A.6,3
17128,2455,𗪯,gji²,gi²,2.1,妻,06.04A.6,4
17129,2129,𗦉,bjij²,be²,2.33,妻,06.04A.6,5
17130,2412,𗊱,dzjo²,dzo²,2.44,詩,06.04A.6,6
17131,5113,𘃡,wji¹,vi¹,1.1,為₁,06.04A.6,7
17132,1822,𗖸,ŋwu̱¹,ŋŋwu̱¹,1.05,曰,06.04A.6,8
17133,4796,𗑛,zjɨr¹,rzər¹,1.86,南,06.04A.6,9
17134,4871,𘑗,ŋər¹,rŋə̱r¹,1.84,山,06.04A.6,10
17135,5134,𘎃,we¹,vwi̱¹,1.08,鳥,06.04A.6,11
17136,0930,𘟣,dju¹,du¹,1.03,有₁,06.04A.6,12
17137,0942,𗈇,ljạ¹,lah¹,1.64,北,06.04A.6,13
17138,4871,𘑗,ŋər¹,rŋə̱r¹,1.84,山,06.04A.6,14
17139,1634,𗙲,rer²,ri̱r²,2.71,網,06.04A.6,15
17140,5683,𘐒,ꞏji̱r²,ryer²,2.86,張,06.04A.7,1
17141,5134,𘎃,we¹,vwi̱¹,1.08,鳥,06.04A.7,2
17142,1245,𘝵,ꞏjij¹,ye¹,1.36,自,06.04A.7,3
17143,1890,𗹭,bjij²,be²,2.33,高,06.04A.7,4
17144,2262,𗿼,dźjwow¹,dźwoṃ¹,1.56,飞,06.04A.7,5
17145,1634,𗙲,rer²,ri̱r²,2.71,網,06.04A.7,6
17146,4435,𘓂,ljɨ̣¹,ləh¹,1.69,何,06.04A.7,7
17147,1326,𘙌,kjɨ¹,kə¹,1.3,ᴘꜰᴠ:ɪɴ/ɪᴍᴘ:ɪɴ,06.04A.7,8
17148,2184,𗣗,zjịj²,zeh²,2.54,做,06.04A.7,9
17149,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,06.04A.7,10
17150,3101,𗫸,ꞏjị²,yih²,2.6,復,06.04A.7,11
17151,1822,𗖸,ŋwu̱¹,ŋŋwu̱¹,1.05,曰,06.04A.7,12
17152,1870,𗗱,dźiə¹,dẓaə̱¹,1.28,狐,06.04A.7,13
17153,1666,𗗶,nə,nə̱?,0,狸,06.04A.7,14
17154,3488,𗄴,twe̱²,ntwi̱²,2.11,雙,06.04A.7,15
17155,3099,𗫻,dźji̱j¹,ndźe¹,1.39,居,06.04B.1,1
17156,0942,𗈇,ljạ¹,lah¹,1.64,北,06.04B.1,2
17157,3830,𘟙,njij²,ne²,2.33,王,06.04B.1,3
17158,1918,𗅋,mji¹,mi¹,1.11,ɴᴇɢ,06.04B.1,4
17159,4868,𗑩,gji̱²,ŋgi²,2.12,願,06.04B.1,5
17160,3057,𗋾,źju²,źu²,2.02,魚,06.04B.1,6
17161,2457,𗬛,rer²,ri̱r²,2.71,鱉,06.04B.1,7
17162,3058,𗋽,zjɨ̱r²,rzər²,2.85,水,06.04B.1,8
17163,3099,𗫻,dźji̱j¹,ndźe¹,1.39,居,06.04B.1,9
17164,4396,𗝂,rjɨr²,rər²,2.77,堂,06.04B.1,10
17165,1890,𗹭,bjij²,be²,2.33,高,06.04B.1,11
17166,1918,𗅋,mji¹,mi¹,1.11,ɴᴇɢ,06.04B.1,12
17167,4868,𗑩,gji̱²,ŋgi²,2.12,願,06.04B.1,13
17168,4324,𗜀,tsew¹,tsi̱w¹,1.43,鷦,06.04B.1,14
